PyTorch Version: 1.5.0
CUDA device available: True
Using CUDA device: cuda:5
Random Seed: 1
Task Importance Weight: 0
Output Path: cacd-coral__seed1
Script: cacd-coral.py
Epoch: 001/200 | Batch 0000/0448 | Cost: 35.6912
Epoch: 007/200 | Batch 0100/0448 | Cost: 19.3064
Epoch: 007/200 | Batch 0150/0448 | Cost: 19.1697
Epoch: 007/200 | Batch 0200/0448 | Cost: 19.4309
Epoch: 007/200 | Batch 0250/0448 | Cost: 18.6398
Epoch: 007/200 | Batch 0300/0448 | Cost: 19.0894
Epoch: 007/200 | Batch 0350/0448 | Cost: 18.4941
Epoch: 007/200 | Batch 0400/0448 | Cost: 18.2495
MAE/RMSE: | Current Valid: 8.08/10.35 Ep. 6 | Best Valid : 8.08/10.35 Ep. 6
Time elapsed: 16.46 min
Epoch: 008/200 | Batch 0000/0448 | Cost: 18.9844
Epoch: 008/200 | Batch 0050/0448 | Cost: 18.5632
Epoch: 008/200 | Batch 0100/0448 | Cost: 17.8629
Epoch: 008/200 | Batch 0150/0448 | Cost: 17.8286
Epoch: 008/200 | Batch 0200/0448 | Cost: 17.9647
Epoch: 008/200 | Batch 0250/0448 | Cost: 18.3251
Epoch: 008/200 | Batch 0300/0448 | Cost: 18.3916
Epoch: 008/200 | Batch 0350/0448 | Cost: 17.7375
Epoch: 008/200 | Batch 0400/0448 | Cost: 17.5882
MAE/RMSE: | Current Valid: 7.52/9.49 Ep. 7 | Best Valid : 7.52/9.49 Ep. 7
Time elapsed: 18.77 min
Epoch: 009/200 | Batch 0000/0448 | Cost: 17.2015
Epoch: 009/200 | Batch 0050/0448 | Cost: 17.3675
Epoch: 009/200 | Batch 0100/0448 | Cost: 17.5068
Epoch: 009/200 | Batch 0150/0448 | Cost: 17.9344
Epoch: 009/200 | Batch 0200/0448 | Cost: 17.6960
Epoch: 009/200 | Batch 0250/0448 | Cost: 16.7605
Epoch: 009/200 | Batch 0300/0448 | Cost: 16.4430
Epoch: 009/200 | Batch 0350/0448 | Cost: 16.9124
Epoch: 009/200 | Batch 0400/0448 | Cost: 17.8608
MAE/RMSE: | Current Valid: 8.52/10.70 Ep. 8 | Best Valid : 7.52/9.49 Ep. 7
Time elapsed: 21.09 min
Epoch: 010/200 | Batch 0000/0448 | Cost: 17.2872
Epoch: 010/200 | Batch 0050/0448 | Cost: 16.7620
Epoch: 010/200 | Batch 0100/0448 | Cost: 16.5878
Epoch: 010/200 | Batch 0150/0448 | Cost: 16.8932
Epoch: 010/200 | Batch 0200/0448 | Cost: 17.1720
Epoch: 010/200 | Batch 0250/0448 | Cost: 15.8227
Epoch: 010/200 | Batch 0300/0448 | Cost: 16.4632
Epoch: 010/200 | Batch 0350/0448 | Cost: 16.3113
Epoch: 010/200 | Batch 0400/0448 | Cost: 16.0793
MAE/RMSE: | Current Valid: 6.71/8.76 Ep. 9 | Best Valid : 6.71/8.76 Ep. 9
Time elapsed: 23.42 min
Epoch: 011/200 | Batch 0000/0448 | Cost: 16.1168
Epoch: 011/200 | Batch 0050/0448 | Cost: 15.7010
Epoch: 011/200 | Batch 0100/0448 | Cost: 15.7779
Epoch: 011/200 | Batch 0150/0448 | Cost: 16.0275
Epoch: 011/200 | Batch 0200/0448 | Cost: 16.0290
Epoch: 011/200 | Batch 0250/0448 | Cost: 15.4285
Epoch: 011/200 | Batch 0300/0448 | Cost: 15.4765
Epoch: 011/200 | Batch 0350/0448 | Cost: 16.1287
Epoch: 011/200 | Batch 0400/0448 | Cost: 14.8730
MAE/RMSE: | Current Valid: 8.30/10.50 Ep. 10 | Best Valid : 6.71/8.76 Ep. 9
Time elapsed: 25.74 min
Epoch: 012/200 | Batch 0000/0448 | Cost: 15.7185
Epoch: 012/200 | Batch 0050/0448 | Cost: 14.6788
Epoch: 012/200 | Batch 0100/0448 | Cost: 15.2896
Epoch: 012/200 | Batch 0150/0448 | Cost: 15.2275
Epoch: 012/200 | Batch 0200/0448 | Cost: 15.5760
Epoch: 012/200 | Batch 0250/0448 | Cost: 14.8624
Epoch: 012/200 | Batch 0300/0448 | Cost: 15.1278
Epoch: 012/200 | Batch 0350/0448 | Cost: 15.1679
Epoch: 012/200 | Batch 0400/0448 | Cost: 14.9797
MAE/RMSE: | Current Valid: 6.03/7.96 Ep. 11 | Best Valid : 6.03/7.96 Ep. 11
Time elapsed: 28.05 min
Epoch: 013/200 | Batch 0000/0448 | Cost: 14.5936
Epoch: 013/200 | Batch 0050/0448 | Cost: 14.9584
Epoch: 013/200 | Batch 0100/0448 | Cost: 14.4923
Epoch: 013/200 | Batch 0150/0448 | Cost: 14.4292
Epoch: 013/200 | Batch 0200/0448 | Cost: 14.1775
Epoch: 013/200 | Batch 0250/0448 | Cost: 15.0371
Epoch: 013/200 | Batch 0300/0448 | Cost: 14.6044
Epoch: 013/200 | Batch 0350/0448 | Cost: 14.8361
Epoch: 013/200 | Batch 0400/0448 | Cost: 14.4573
MAE/RMSE: | Current Valid: 6.03/8.00 Ep. 12 | Best Valid : 6.03/7.96 Ep. 11
Time elapsed: 30.37 min
Epoch: 014/200 | Batch 0000/0448 | Cost: 14.0354
Epoch: 014/200 | Batch 0050/0448 | Cost: 15.2522
Epoch: 014/200 | Batch 0100/0448 | Cost: 13.8206
Epoch: 014/200 | Batch 0150/0448 | Cost: 14.4203
Epoch: 014/200 | Batch 0200/0448 | Cost: 13.7786
Epoch: 014/200 | Batch 0250/0448 | Cost: 13.9803
Epoch: 014/200 | Batch 0300/0448 | Cost: 13.8692
Epoch: 014/200 | Batch 0350/0448 | Cost: 13.3146
Epoch: 014/200 | Batch 0400/0448 | Cost: 14.2797
MAE/RMSE: | Current Valid: 5.99/7.89 Ep. 13 | Best Valid : 5.99/7.89 Ep. 13
Time elapsed: 32.69 min
Epoch: 015/200 | Batch 0000/0448 | Cost: 13.5600
Epoch: 015/200 | Batch 0050/0448 | Cost: 13.9641
Epoch: 015/200 | Batch 0100/0448 | Cost: 13.8851
Epoch: 015/200 | Batch 0150/0448 | Cost: 13.3678
Epoch: 015/200 | Batch 0200/0448 | Cost: 13.7401
Epoch: 015/200 | Batch 0250/0448 | Cost: 13.6334
Epoch: 015/200 | Batch 0300/0448 | Cost: 13.3683
Epoch: 015/200 | Batch 0350/0448 | Cost: 12.9543
Epoch: 015/200 | Batch 0400/0448 | Cost: 13.0435
MAE/RMSE: | Current Valid: 6.27/8.23 Ep. 14 | Best Valid : 5.99/7.89 Ep. 13
Time elapsed: 35.01 min
Epoch: 016/200 | Batch 0000/0448 | Cost: 12.4118
Epoch: 016/200 | Batch 0050/0448 | Cost: 12.8590
Epoch: 016/200 | Batch 0100/0448 | Cost: 13.3877
Epoch: 016/200 | Batch 0150/0448 | Cost: 12.9744
Epoch: 016/200 | Batch 0200/0448 | Cost: 13.7748
Epoch: 016/200 | Batch 0250/0448 | Cost: 13.8737
Epoch: 016/200 | Batch 0300/0448 | Cost: 14.1725
Epoch: 016/200 | Batch 0350/0448 | Cost: 12.9044
Epoch: 016/200 | Batch 0400/0448 | Cost: 12.8899
MAE/RMSE: | Current Valid: 6.32/8.40 Ep. 15 | Best Valid : 5.99/7.89 Ep. 13
Time elapsed: 37.32 min
Epoch: 017/200 | Batch 0000/0448 | Cost: 12.0291
Epoch: 017/200 | Batch 0050/0448 | Cost: 12.6672
Epoch: 017/200 | Batch 0100/0448 | Cost: 12.7279
Epoch: 017/200 | Batch 0150/0448 | Cost: 12.6867
Epoch: 017/200 | Batch 0200/0448 | Cost: 12.2615
Epoch: 017/200 | Batch 0250/0448 | Cost: 12.2014
Epoch: 017/200 | Batch 0300/0448 | Cost: 12.9549
Epoch: 017/200 | Batch 0350/0448 | Cost: 12.6345
Epoch: 017/200 | Batch 0400/0448 | Cost: 12.5065
MAE/RMSE: | Current Valid: 6.23/8.30 Ep. 16 | Best Valid : 5.99/7.89 Ep. 13
Time elapsed: 39.65 min
Epoch: 018/200 | Batch 0000/0448 | Cost: 12.0127
Epoch: 018/200 | Batch 0050/0448 | Cost: 12.6320
Epoch: 018/200 | Batch 0100/0448 | Cost: 12.0377
Epoch: 018/200 | Batch 0150/0448 | Cost: 11.9789
Epoch: 018/200 | Batch 0200/0448 | Cost: 12.0887
Epoch: 018/200 | Batch 0250/0448 | Cost: 12.7202
Epoch: 018/200 | Batch 0300/0448 | Cost: 12.1682
Epoch: 018/200 | Batch 0350/0448 | Cost: 13.2891
Epoch: 018/200 | Batch 0400/0448 | Cost: 13.1076
MAE/RMSE: | Current Valid: 5.80/7.83 Ep. 17 | Best Valid : 5.80/7.83 Ep. 17
Time elapsed: 42.01 min
Epoch: 019/200 | Batch 0000/0448 | Cost: 12.0302
Epoch: 019/200 | Batch 0050/0448 | Cost: 12.0645
Epoch: 019/200 | Batch 0100/0448 | Cost: 12.0890
Epoch: 019/200 | Batch 0150/0448 | Cost: 11.3884
Epoch: 019/200 | Batch 0200/0448 | Cost: 11.6068
Epoch: 019/200 | Batch 0250/0448 | Cost: 12.4087
Epoch: 019/200 | Batch 0300/0448 | Cost: 11.4564
Epoch: 019/200 | Batch 0350/0448 | Cost: 11.7952
Epoch: 019/200 | Batch 0400/0448 | Cost: 12.8772
MAE/RMSE: | Current Valid: 6.65/8.65 Ep. 18 | Best Valid : 5.80/7.83 Ep. 17
Time elapsed: 44.32 min
Epoch: 020/200 | Batch 0000/0448 | Cost: 11.4383
Epoch: 020/200 | Batch 0050/0448 | Cost: 11.6246
Epoch: 020/200 | Batch 0100/0448 | Cost: 11.5743
Epoch: 020/200 | Batch 0150/0448 | Cost: 11.2765
Epoch: 020/200 | Batch 0200/0448 | Cost: 10.8662
Epoch: 020/200 | Batch 0250/0448 | Cost: 11.4927
Epoch: 020/200 | Batch 0300/0448 | Cost: 11.7541
Epoch: 020/200 | Batch 0350/0448 | Cost: 10.9785
Epoch: 020/200 | Batch 0400/0448 | Cost: 11.1392
MAE/RMSE: | Current Valid: 6.38/8.41 Ep. 19 | Best Valid : 5.80/7.83 Ep. 17
Time elapsed: 46.64 min
Epoch: 021/200 | Batch 0000/0448 | Cost: 11.5351
Epoch: 021/200 | Batch 0050/0448 | Cost: 10.7599
Epoch: 021/200 | Batch 0100/0448 | Cost: 10.8207
Epoch: 021/200 | Batch 0150/0448 | Cost: 11.9979
Epoch: 021/200 | Batch 0200/0448 | Cost: 11.5935
Epoch: 021/200 | Batch 0250/0448 | Cost: 10.8646
Epoch: 021/200 | Batch 0300/0448 | Cost: 11.5379
Epoch: 021/200 | Batch 0350/0448 | Cost: 11.1442
Epoch: 021/200 | Batch 0400/0448 | Cost: 11.9349
MAE/RMSE: | Current Valid: 7.10/9.15 Ep. 20 | Best Valid : 5.80/7.83 Ep. 17
Time elapsed: 48.97 min
Epoch: 022/200 | Batch 0000/0448 | Cost: 10.9192
Epoch: 022/200 | Batch 0050/0448 | Cost: 10.3642
Epoch: 022/200 | Batch 0100/0448 | Cost: 11.6762
Epoch: 022/200 | Batch 0150/0448 | Cost: 12.0226
Epoch: 022/200 | Batch 0200/0448 | Cost: 11.2027
Epoch: 022/200 | Batch 0250/0448 | Cost: 10.7493
Epoch: 022/200 | Batch 0300/0448 | Cost: 10.1343
Epoch: 022/200 | Batch 0350/0448 | Cost: 10.9053
Epoch: 022/200 | Batch 0400/0448 | Cost: 11.0780
MAE/RMSE: | Current Valid: 6.00/8.00 Ep. 21 | Best Valid : 5.80/7.83 Ep. 17
Time elapsed: 51.29 min
Epoch: 023/200 | Batch 0000/0448 | Cost: 10.9919
Epoch: 023/200 | Batch 0050/0448 | Cost: 10.2437
Epoch: 023/200 | Batch 0100/0448 | Cost: 10.3650
Epoch: 023/200 | Batch 0150/0448 | Cost: 11.0022
Epoch: 023/200 | Batch 0200/0448 | Cost: 10.3585
Epoch: 023/200 | Batch 0250/0448 | Cost: 10.1124
Epoch: 023/200 | Batch 0300/0448 | Cost: 11.0256
Epoch: 023/200 | Batch 0350/0448 | Cost: 10.1053
Epoch: 023/200 | Batch 0400/0448 | Cost: 10.7827
MAE/RMSE: | Current Valid: 5.72/7.83 Ep. 22 | Best Valid : 5.72/7.83 Ep. 22
Time elapsed: 53.60 min
Epoch: 024/200 | Batch 0000/0448 | Cost: 10.4701
Epoch: 024/200 | Batch 0050/0448 | Cost: 10.6440
Epoch: 024/200 | Batch 0100/0448 | Cost: 10.0589
Epoch: 024/200 | Batch 0150/0448 | Cost: 10.7940
Epoch: 024/200 | Batch 0200/0448 | Cost: 10.0875
Epoch: 024/200 | Batch 0250/0448 | Cost: 11.1661
Epoch: 024/200 | Batch 0300/0448 | Cost: 10.7652
Epoch: 024/200 | Batch 0350/0448 | Cost: 10.4543
Epoch: 024/200 | Batch 0400/0448 | Cost: 9.9719
MAE/RMSE: | Current Valid: 6.41/8.58 Ep. 23 | Best Valid : 5.72/7.83 Ep. 22
Time elapsed: 55.92 min
Epoch: 025/200 | Batch 0000/0448 | Cost: 10.4734
Epoch: 025/200 | Batch 0050/0448 | Cost: 10.2741
Epoch: 025/200 | Batch 0100/0448 | Cost: 9.4071
Epoch: 025/200 | Batch 0150/0448 | Cost: 10.1589
Epoch: 025/200 | Batch 0200/0448 | Cost: 9.5792
Epoch: 025/200 | Batch 0250/0448 | Cost: 9.8369
Epoch: 025/200 | Batch 0300/0448 | Cost: 9.7087
Epoch: 025/200 | Batch 0350/0448 | Cost: 10.1973
Epoch: 025/200 | Batch 0400/0448 | Cost: 10.6012
MAE/RMSE: | Current Valid: 5.62/7.72 Ep. 24 | Best Valid : 5.62/7.72 Ep. 24
Time elapsed: 58.22 min
Epoch: 026/200 | Batch 0000/0448 | Cost: 9.8006
Epoch: 026/200 | Batch 0050/0448 | Cost: 9.8023
Epoch: 026/200 | Batch 0100/0448 | Cost: 9.7994
Epoch: 026/200 | Batch 0150/0448 | Cost: 9.6869
Epoch: 026/200 | Batch 0200/0448 | Cost: 9.4526
Epoch: 026/200 | Batch 0250/0448 | Cost: 9.6186
Epoch: 026/200 | Batch 0300/0448 | Cost: 10.1496
Epoch: 026/200 | Batch 0350/0448 | Cost: 9.5077
Epoch: 026/200 | Batch 0400/0448 | Cost: 9.6623
MAE/RMSE: | Current Valid: 5.95/8.05 Ep. 25 | Best Valid : 5.62/7.72 Ep. 24
Time elapsed: 60.53 min
Epoch: 027/200 | Batch 0000/0448 | Cost: 9.3403
Epoch: 027/200 | Batch 0050/0448 | Cost: 10.4210
Epoch: 027/200 | Batch 0100/0448 | Cost: 9.5065
Epoch: 027/200 | Batch 0150/0448 | Cost: 9.8119
Epoch: 027/200 | Batch 0200/0448 | Cost: 9.5627
Epoch: 027/200 | Batch 0250/0448 | Cost: 9.3648
Epoch: 027/200 | Batch 0300/0448 | Cost: 10.0832
Epoch: 027/200 | Batch 0350/0448 | Cost: 9.1601
Epoch: 027/200 | Batch 0400/0448 | Cost: 8.9418
MAE/RMSE: | Current Valid: 5.55/7.61 Ep. 26 | Best Valid : 5.55/7.61 Ep. 26
Time elapsed: 62.86 min
Epoch: 028/200 | Batch 0000/0448 | Cost: 8.4955
Epoch: 028/200 | Batch 0050/0448 | Cost: 8.7573
Epoch: 028/200 | Batch 0100/0448 | Cost: 9.4296
Epoch: 028/200 | Batch 0150/0448 | Cost: 8.9985
Epoch: 028/200 | Batch 0200/0448 | Cost: 9.0056
Epoch: 028/200 | Batch 0250/0448 | Cost: 9.1942
Epoch: 028/200 | Batch 0300/0448 | Cost: 9.8676
Epoch: 028/200 | Batch 0350/0448 | Cost: 8.9901
Epoch: 028/200 | Batch 0400/0448 | Cost: 9.7002
MAE/RMSE: | Current Valid: 5.67/7.74 Ep. 27 | Best Valid : 5.55/7.61 Ep. 26
Time elapsed: 65.16 min
Epoch: 029/200 | Batch 0000/0448 | Cost: 8.6906
Epoch: 029/200 | Batch 0050/0448 | Cost: 9.0682
Epoch: 029/200 | Batch 0100/0448 | Cost: 9.3956
Epoch: 029/200 | Batch 0150/0448 | Cost: 9.3109
Epoch: 029/200 | Batch 0200/0448 | Cost: 8.7472
Epoch: 029/200 | Batch 0250/0448 | Cost: 8.8998
Epoch: 029/200 | Batch 0300/0448 | Cost: 9.3869
Epoch: 029/200 | Batch 0350/0448 | Cost: 9.1946
Epoch: 029/200 | Batch 0400/0448 | Cost: 8.8402
MAE/RMSE: | Current Valid: 5.75/7.76 Ep. 28 | Best Valid : 5.55/7.61 Ep. 26
Time elapsed: 67.49 min
Epoch: 030/200 | Batch 0000/0448 | Cost: 8.5000
Epoch: 030/200 | Batch 0050/0448 | Cost: 8.1677
Epoch: 030/200 | Batch 0100/0448 | Cost: 9.0086
Epoch: 030/200 | Batch 0150/0448 | Cost: 8.3696
Epoch: 030/200 | Batch 0200/0448 | Cost: 8.5804
Epoch: 030/200 | Batch 0250/0448 | Cost: 8.3964
Epoch: 030/200 | Batch 0300/0448 | Cost: 8.4420
Epoch: 030/200 | Batch 0350/0448 | Cost: 8.2881
Epoch: 030/200 | Batch 0400/0448 | Cost: 8.9407
MAE/RMSE: | Current Valid: 5.69/7.86 Ep. 29 | Best Valid : 5.55/7.61 Ep. 26
Time elapsed: 69.84 min
Epoch: 031/200 | Batch 0000/0448 | Cost: 8.4302
Epoch: 031/200 | Batch 0050/0448 | Cost: 8.1647
Epoch: 031/200 | Batch 0100/0448 | Cost: 8.4389
Epoch: 031/200 | Batch 0150/0448 | Cost: 8.4140
Epoch: 031/200 | Batch 0200/0448 | Cost: 8.6458
Epoch: 031/200 | Batch 0250/0448 | Cost: 8.2078
Epoch: 031/200 | Batch 0300/0448 | Cost: 8.3207
Epoch: 031/200 | Batch 0350/0448 | Cost: 8.1923
Epoch: 031/200 | Batch 0400/0448 | Cost: 9.5573
MAE/RMSE: | Current Valid: 6.08/8.12 Ep. 30 | Best Valid : 5.55/7.61 Ep. 26
Time elapsed: 72.17 min
Epoch: 032/200 | Batch 0000/0448 | Cost: 8.6451
Epoch: 032/200 | Batch 0050/0448 | Cost: 8.3749
Epoch: 032/200 | Batch 0100/0448 | Cost: 9.2789
Epoch: 032/200 | Batch 0150/0448 | Cost: 9.0919
Epoch: 032/200 | Batch 0200/0448 | Cost: 7.9995
Epoch: 032/200 | Batch 0250/0448 | Cost: 8.8379
Epoch: 032/200 | Batch 0300/0448 | Cost: 8.0684
Epoch: 032/200 | Batch 0350/0448 | Cost: 9.7650
Epoch: 032/200 | Batch 0400/0448 | Cost: 8.3220
MAE/RMSE: | Current Valid: 5.65/7.82 Ep. 31 | Best Valid : 5.55/7.61 Ep. 26
Time elapsed: 74.49 min
Epoch: 033/200 | Batch 0000/0448 | Cost: 8.4190
Epoch: 033/200 | Batch 0050/0448 | Cost: 8.2805
Epoch: 033/200 | Batch 0100/0448 | Cost: 8.2800
Epoch: 033/200 | Batch 0150/0448 | Cost: 8.7489
Epoch: 033/200 | Batch 0200/0448 | Cost: 8.3479
Epoch: 033/200 | Batch 0250/0448 | Cost: 8.5621
Epoch: 033/200 | Batch 0300/0448 | Cost: 8.0722
Epoch: 033/200 | Batch 0350/0448 | Cost: 8.3913
Epoch: 033/200 | Batch 0400/0448 | Cost: 8.5209
MAE/RMSE: | Current Valid: 5.52/7.62 Ep. 32 | Best Valid : 5.52/7.62 Ep. 32
Time elapsed: 76.76 min
Epoch: 034/200 | Batch 0000/0448 | Cost: 8.3578
Epoch: 034/200 | Batch 0050/0448 | Cost: 7.6083
Epoch: 034/200 | Batch 0100/0448 | Cost: 7.8241
Epoch: 034/200 | Batch 0150/0448 | Cost: 8.4631
Epoch: 034/200 | Batch 0200/0448 | Cost: 8.4381
Epoch: 034/200 | Batch 0250/0448 | Cost: 8.2502
Epoch: 034/200 | Batch 0300/0448 | Cost: 7.8230
Epoch: 034/200 | Batch 0350/0448 | Cost: 7.4383
Epoch: 034/200 | Batch 0400/0448 | Cost: 7.8854
MAE/RMSE: | Current Valid: 5.66/7.76 Ep. 33 | Best Valid : 5.52/7.62 Ep. 32
Time elapsed: 79.11 min
Epoch: 035/200 | Batch 0000/0448 | Cost: 7.5667
Epoch: 035/200 | Batch 0050/0448 | Cost: 7.3766
Epoch: 035/200 | Batch 0100/0448 | Cost: 7.5629
Epoch: 035/200 | Batch 0150/0448 | Cost: 8.0865
Epoch: 035/200 | Batch 0200/0448 | Cost: 8.0056
Epoch: 035/200 | Batch 0250/0448 | Cost: 9.2273
Epoch: 035/200 | Batch 0300/0448 | Cost: 7.9205
Epoch: 035/200 | Batch 0350/0448 | Cost: 8.5879
Epoch: 035/200 | Batch 0400/0448 | Cost: 7.7614
MAE/RMSE: | Current Valid: 6.37/8.43 Ep. 34 | Best Valid : 5.52/7.62 Ep. 32
Time elapsed: 81.45 min
Epoch: 036/200 | Batch 0000/0448 | Cost: 7.3054
Epoch: 036/200 | Batch 0050/0448 | Cost: 7.8990
Epoch: 036/200 | Batch 0100/0448 | Cost: 7.0148
Epoch: 036/200 | Batch 0150/0448 | Cost: 7.2052
Epoch: 036/200 | Batch 0200/0448 | Cost: 7.6988
Epoch: 036/200 | Batch 0250/0448 | Cost: 7.1441
Epoch: 036/200 | Batch 0300/0448 | Cost: 8.4366
Epoch: 036/200 | Batch 0350/0448 | Cost: 7.7636
Epoch: 036/200 | Batch 0400/0448 | Cost: 7.6349
MAE/RMSE: | Current Valid: 5.78/7.86 Ep. 35 | Best Valid : 5.52/7.62 Ep. 32
Time elapsed: 83.78 min
Epoch: 037/200 | Batch 0000/0448 | Cost: 7.3751
Epoch: 037/200 | Batch 0050/0448 | Cost: 7.2620
Epoch: 037/200 | Batch 0100/0448 | Cost: 8.1012
Epoch: 037/200 | Batch 0150/0448 | Cost: 7.4412
Epoch: 037/200 | Batch 0200/0448 | Cost: 7.6496
Epoch: 037/200 | Batch 0250/0448 | Cost: 7.0347
Epoch: 037/200 | Batch 0300/0448 | Cost: 7.3654
Epoch: 037/200 | Batch 0350/0448 | Cost: 8.3096
Epoch: 037/200 | Batch 0400/0448 | Cost: 7.2287
MAE/RMSE: | Current Valid: 5.76/7.95 Ep. 36 | Best Valid : 5.52/7.62 Ep. 32
Time elapsed: 86.09 min
Epoch: 038/200 | Batch 0000/0448 | Cost: 7.4689
Epoch: 038/200 | Batch 0050/0448 | Cost: 7.9787
Epoch: 038/200 | Batch 0100/0448 | Cost: 7.5860
Epoch: 038/200 | Batch 0150/0448 | Cost: 7.3739
Epoch: 038/200 | Batch 0200/0448 | Cost: 6.9266
Epoch: 038/200 | Batch 0250/0448 | Cost: 6.9096
Epoch: 038/200 | Batch 0300/0448 | Cost: 7.1983
Epoch: 038/200 | Batch 0350/0448 | Cost: 7.2629
Epoch: 038/200 | Batch 0400/0448 | Cost: 7.5618
MAE/RMSE: | Current Valid: 5.52/7.62 Ep. 37 | Best Valid : 5.52/7.62 Ep. 37
Time elapsed: 88.43 min
Epoch: 039/200 | Batch 0000/0448 | Cost: 7.2380
Epoch: 039/200 | Batch 0050/0448 | Cost: 6.6214
Epoch: 039/200 | Batch 0100/0448 | Cost: 7.9327
Epoch: 039/200 | Batch 0150/0448 | Cost: 7.0104
Epoch: 039/200 | Batch 0200/0448 | Cost: 7.4360
Epoch: 039/200 | Batch 0250/0448 | Cost: 8.0684
Epoch: 039/200 | Batch 0300/0448 | Cost: 6.5378
