PyTorch Version: 1.5.0
CUDA device available: True
Using CUDA device: cuda:5
Random Seed: 1
Task Importance Weight: 0
Output Path: cacd-coral__seed1
Script: cacd-coral.py
Epoch: 001/200 | Batch 0000/0448 | Cost: 35.6912
Epoch: 001/200 | Batch 0050/0448 | Cost: 32.7055
Epoch: 001/200 | Batch 0100/0448 | Cost: 31.1921
Epoch: 001/200 | Batch 0150/0448 | Cost: 31.1055
Epoch: 001/200 | Batch 0200/0448 | Cost: 30.4314
Epoch: 001/200 | Batch 0250/0448 | Cost: 30.1572
Epoch: 001/200 | Batch 0300/0448 | Cost: 28.9259
Epoch: 001/200 | Batch 0350/0448 | Cost: 29.5331
Epoch: 001/200 | Batch 0400/0448 | Cost: 28.8166
MAE/RMSE: | Current Valid: 21.72/24.55 Ep. 0 | Best Valid : 21.72/24.55 Ep. 0
Time elapsed: 1.84 min
Epoch: 002/200 | Batch 0000/0448 | Cost: 28.4743
Epoch: 002/200 | Batch 0050/0448 | Cost: 27.5690
Epoch: 002/200 | Batch 0100/0448 | Cost: 27.6058
Epoch: 002/200 | Batch 0150/0448 | Cost: 27.8764
Epoch: 002/200 | Batch 0200/0448 | Cost: 26.6151
Epoch: 002/200 | Batch 0250/0448 | Cost: 26.6578
Epoch: 002/200 | Batch 0300/0448 | Cost: 26.2588
Epoch: 002/200 | Batch 0350/0448 | Cost: 26.5613
Epoch: 002/200 | Batch 0400/0448 | Cost: 25.8609
MAE/RMSE: | Current Valid: 16.21/19.11 Ep. 1 | Best Valid : 16.21/19.11 Ep. 1
Time elapsed: 4.23 min
Epoch: 003/200 | Batch 0000/0448 | Cost: 25.3157
Epoch: 003/200 | Batch 0050/0448 | Cost: 24.9506
Epoch: 003/200 | Batch 0100/0448 | Cost: 25.1600
Epoch: 003/200 | Batch 0150/0448 | Cost: 25.1557
Epoch: 003/200 | Batch 0200/0448 | Cost: 24.5470
Epoch: 003/200 | Batch 0250/0448 | Cost: 24.1994
Epoch: 003/200 | Batch 0300/0448 | Cost: 24.4234
Epoch: 003/200 | Batch 0350/0448 | Cost: 23.3594
Epoch: 003/200 | Batch 0400/0448 | Cost: 23.9940
MAE/RMSE: | Current Valid: 9.38/11.68 Ep. 2 | Best Valid : 9.38/11.68 Ep. 2
Time elapsed: 6.78 min
Epoch: 004/200 | Batch 0000/0448 | Cost: 23.6871
Epoch: 004/200 | Batch 0050/0448 | Cost: 23.1646
Epoch: 004/200 | Batch 0100/0448 | Cost: 22.5800
Epoch: 004/200 | Batch 0150/0448 | Cost: 23.1013
Epoch: 004/200 | Batch 0200/0448 | Cost: 22.5320
Epoch: 004/200 | Batch 0250/0448 | Cost: 22.3032
Epoch: 004/200 | Batch 0300/0448 | Cost: 22.4263
Epoch: 004/200 | Batch 0350/0448 | Cost: 22.6650
Epoch: 004/200 | Batch 0400/0448 | Cost: 22.0540
MAE/RMSE: | Current Valid: 8.98/11.31 Ep. 3 | Best Valid : 8.98/11.31 Ep. 3
Time elapsed: 9.37 min
Epoch: 005/200 | Batch 0000/0448 | Cost: 21.8972
Epoch: 005/200 | Batch 0050/0448 | Cost: 20.8440
Epoch: 005/200 | Batch 0100/0448 | Cost: 21.7511
Epoch: 005/200 | Batch 0150/0448 | Cost: 21.1411
Epoch: 005/200 | Batch 0200/0448 | Cost: 20.8890
Epoch: 005/200 | Batch 0250/0448 | Cost: 20.8812
Epoch: 005/200 | Batch 0300/0448 | Cost: 21.0907
Epoch: 005/200 | Batch 0350/0448 | Cost: 21.5512
Epoch: 005/200 | Batch 0400/0448 | Cost: 20.5725
MAE/RMSE: | Current Valid: 9.43/11.66 Ep. 4 | Best Valid : 8.98/11.31 Ep. 3
Time elapsed: 11.81 min
Epoch: 006/200 | Batch 0000/0448 | Cost: 20.1505
Epoch: 006/200 | Batch 0050/0448 | Cost: 19.7667
Epoch: 006/200 | Batch 0100/0448 | Cost: 20.3671
Epoch: 006/200 | Batch 0150/0448 | Cost: 19.9507
Epoch: 006/200 | Batch 0200/0448 | Cost: 20.0575
Epoch: 006/200 | Batch 0250/0448 | Cost: 19.6370
Epoch: 006/200 | Batch 0300/0448 | Cost: 20.7847
Epoch: 006/200 | Batch 0350/0448 | Cost: 19.7282
Epoch: 006/200 | Batch 0400/0448 | Cost: 19.1994
MAE/RMSE: | Current Valid: 9.90/12.37 Ep. 5 | Best Valid : 8.98/11.31 Ep. 3
Time elapsed: 14.14 min
Epoch: 007/200 | Batch 0000/0448 | Cost: 19.4586
Epoch: 007/200 | Batch 0050/0448 | Cost: 19.3557
