PyTorch Version: 1.5.0
CUDA device available: True
Using CUDA device: cuda:7
Random Seed: 2
Task Importance Weight: 0
Output Path: afad-coral__seed2
Script: afad-coral.py
Epoch: 001/200 | Batch 0000/0462 | Cost: 18.5486
Epoch: 020/200 | Batch 0300/0462 | Cost: 5.9346
Epoch: 020/200 | Batch 0350/0462 | Cost: 6.2264
Epoch: 020/200 | Batch 0400/0462 | Cost: 6.0078
Epoch: 020/200 | Batch 0450/0462 | Cost: 6.0784
MAE/RMSE: | Current Valid: 5.31/6.62 Ep. 19 | Best Valid : 5.31/6.62 Ep. 19
Time elapsed: 47.18 min
Epoch: 021/200 | Batch 0000/0462 | Cost: 5.8370
Epoch: 021/200 | Batch 0050/0462 | Cost: 5.5859
Epoch: 021/200 | Batch 0100/0462 | Cost: 5.7505
Epoch: 021/200 | Batch 0150/0462 | Cost: 5.9018
Epoch: 021/200 | Batch 0200/0462 | Cost: 5.8978
Epoch: 021/200 | Batch 0250/0462 | Cost: 5.4614
Epoch: 021/200 | Batch 0300/0462 | Cost: 5.7731
Epoch: 021/200 | Batch 0350/0462 | Cost: 5.9632
Epoch: 021/200 | Batch 0400/0462 | Cost: 5.4538
Epoch: 021/200 | Batch 0450/0462 | Cost: 6.3469
MAE/RMSE: | Current Valid: 6.13/7.47 Ep. 20 | Best Valid : 5.31/6.62 Ep. 19
Time elapsed: 49.65 min
Epoch: 022/200 | Batch 0000/0462 | Cost: 5.3813
Epoch: 022/200 | Batch 0050/0462 | Cost: 5.4730
Epoch: 022/200 | Batch 0100/0462 | Cost: 5.4671
Epoch: 022/200 | Batch 0150/0462 | Cost: 6.1623
Epoch: 022/200 | Batch 0200/0462 | Cost: 5.6209
Epoch: 022/200 | Batch 0250/0462 | Cost: 5.6464
Epoch: 022/200 | Batch 0300/0462 | Cost: 6.0114
Epoch: 022/200 | Batch 0350/0462 | Cost: 5.6159
Epoch: 022/200 | Batch 0400/0462 | Cost: 5.6714
Epoch: 022/200 | Batch 0450/0462 | Cost: 5.9624
MAE/RMSE: | Current Valid: 7.13/8.33 Ep. 21 | Best Valid : 5.31/6.62 Ep. 19
Time elapsed: 52.10 min
Epoch: 023/200 | Batch 0000/0462 | Cost: 5.6324
Epoch: 023/200 | Batch 0050/0462 | Cost: 5.3681
Epoch: 023/200 | Batch 0100/0462 | Cost: 5.4059
Epoch: 023/200 | Batch 0150/0462 | Cost: 5.6242
Epoch: 023/200 | Batch 0200/0462 | Cost: 5.6055
Epoch: 023/200 | Batch 0250/0462 | Cost: 5.4897
Epoch: 023/200 | Batch 0300/0462 | Cost: 5.3521
Epoch: 023/200 | Batch 0350/0462 | Cost: 5.5009
Epoch: 023/200 | Batch 0400/0462 | Cost: 5.6152
Epoch: 023/200 | Batch 0450/0462 | Cost: 5.6579
MAE/RMSE: | Current Valid: 6.86/8.17 Ep. 22 | Best Valid : 5.31/6.62 Ep. 19
Time elapsed: 54.60 min
Epoch: 024/200 | Batch 0000/0462 | Cost: 5.1152
Epoch: 024/200 | Batch 0050/0462 | Cost: 5.1461
Epoch: 024/200 | Batch 0100/0462 | Cost: 5.1417
Epoch: 024/200 | Batch 0150/0462 | Cost: 5.4284
Epoch: 024/200 | Batch 0200/0462 | Cost: 5.4089
Epoch: 024/200 | Batch 0250/0462 | Cost: 5.2370
Epoch: 024/200 | Batch 0300/0462 | Cost: 5.3507
Epoch: 024/200 | Batch 0350/0462 | Cost: 5.5530
Epoch: 024/200 | Batch 0400/0462 | Cost: 4.9346
Epoch: 024/200 | Batch 0450/0462 | Cost: 5.6835
MAE/RMSE: | Current Valid: 6.89/8.22 Ep. 23 | Best Valid : 5.31/6.62 Ep. 19
Time elapsed: 57.05 min
Epoch: 025/200 | Batch 0000/0462 | Cost: 5.2422
Epoch: 025/200 | Batch 0050/0462 | Cost: 5.2056
Epoch: 025/200 | Batch 0100/0462 | Cost: 5.2312
Epoch: 025/200 | Batch 0150/0462 | Cost: 5.3844
Epoch: 025/200 | Batch 0200/0462 | Cost: 5.1702
Epoch: 025/200 | Batch 0250/0462 | Cost: 5.1034
Epoch: 025/200 | Batch 0300/0462 | Cost: 5.0340
Epoch: 025/200 | Batch 0350/0462 | Cost: 5.0555
Epoch: 025/200 | Batch 0400/0462 | Cost: 5.6193
Epoch: 025/200 | Batch 0450/0462 | Cost: 4.8990
MAE/RMSE: | Current Valid: 6.31/7.62 Ep. 24 | Best Valid : 5.31/6.62 Ep. 19
Time elapsed: 59.55 min
Epoch: 026/200 | Batch 0000/0462 | Cost: 5.0250
Epoch: 026/200 | Batch 0050/0462 | Cost: 4.7596
Epoch: 026/200 | Batch 0100/0462 | Cost: 4.9804
Epoch: 026/200 | Batch 0150/0462 | Cost: 4.8763
Epoch: 026/200 | Batch 0200/0462 | Cost: 5.2387
Epoch: 026/200 | Batch 0250/0462 | Cost: 4.7430
Epoch: 026/200 | Batch 0300/0462 | Cost: 5.0985
Epoch: 026/200 | Batch 0350/0462 | Cost: 5.0427
Epoch: 026/200 | Batch 0400/0462 | Cost: 5.1036
Epoch: 026/200 | Batch 0450/0462 | Cost: 5.2119
MAE/RMSE: | Current Valid: 5.36/6.68 Ep. 25 | Best Valid : 5.31/6.62 Ep. 19
Time elapsed: 62.00 min
Epoch: 027/200 | Batch 0000/0462 | Cost: 4.6329
Epoch: 027/200 | Batch 0050/0462 | Cost: 4.6167
Epoch: 027/200 | Batch 0100/0462 | Cost: 4.9010
Epoch: 027/200 | Batch 0150/0462 | Cost: 5.0978
Epoch: 027/200 | Batch 0200/0462 | Cost: 4.6591
Epoch: 027/200 | Batch 0250/0462 | Cost: 4.6230
Epoch: 027/200 | Batch 0300/0462 | Cost: 4.8068
Epoch: 027/200 | Batch 0350/0462 | Cost: 5.0155
Epoch: 027/200 | Batch 0400/0462 | Cost: 4.9589
Epoch: 027/200 | Batch 0450/0462 | Cost: 5.1204
MAE/RMSE: | Current Valid: 5.84/7.18 Ep. 26 | Best Valid : 5.31/6.62 Ep. 19
Time elapsed: 64.50 min
Epoch: 028/200 | Batch 0000/0462 | Cost: 4.6479
Epoch: 028/200 | Batch 0050/0462 | Cost: 4.3779
Epoch: 028/200 | Batch 0100/0462 | Cost: 4.5108
Epoch: 028/200 | Batch 0150/0462 | Cost: 4.4225
Epoch: 028/200 | Batch 0200/0462 | Cost: 4.6133
Epoch: 028/200 | Batch 0250/0462 | Cost: 4.8514
Epoch: 028/200 | Batch 0300/0462 | Cost: 5.0742
Epoch: 028/200 | Batch 0350/0462 | Cost: 4.9593
Epoch: 028/200 | Batch 0400/0462 | Cost: 4.8079
Epoch: 028/200 | Batch 0450/0462 | Cost: 4.7022
MAE/RMSE: | Current Valid: 6.22/7.48 Ep. 27 | Best Valid : 5.31/6.62 Ep. 19
Time elapsed: 66.96 min
Epoch: 029/200 | Batch 0000/0462 | Cost: 4.1269
Epoch: 029/200 | Batch 0050/0462 | Cost: 4.5621
Epoch: 029/200 | Batch 0100/0462 | Cost: 4.7763
Epoch: 029/200 | Batch 0150/0462 | Cost: 4.3376
Epoch: 029/200 | Batch 0200/0462 | Cost: 4.5981
Epoch: 029/200 | Batch 0250/0462 | Cost: 4.2885
Epoch: 029/200 | Batch 0300/0462 | Cost: 4.5804
Epoch: 029/200 | Batch 0350/0462 | Cost: 4.4278
Epoch: 029/200 | Batch 0400/0462 | Cost: 5.1164
Epoch: 029/200 | Batch 0450/0462 | Cost: 4.7248
MAE/RMSE: | Current Valid: 6.07/7.35 Ep. 28 | Best Valid : 5.31/6.62 Ep. 19
Time elapsed: 69.30 min
Epoch: 030/200 | Batch 0000/0462 | Cost: 4.4189
Epoch: 030/200 | Batch 0050/0462 | Cost: 4.3671
Epoch: 030/200 | Batch 0100/0462 | Cost: 4.3543
Epoch: 030/200 | Batch 0150/0462 | Cost: 4.3725
Epoch: 030/200 | Batch 0200/0462 | Cost: 4.3934
Epoch: 030/200 | Batch 0250/0462 | Cost: 4.2798
Epoch: 030/200 | Batch 0300/0462 | Cost: 4.3458
Epoch: 030/200 | Batch 0350/0462 | Cost: 4.5887
Epoch: 030/200 | Batch 0400/0462 | Cost: 4.5881
Epoch: 030/200 | Batch 0450/0462 | Cost: 4.4092
MAE/RMSE: | Current Valid: 6.76/8.11 Ep. 29 | Best Valid : 5.31/6.62 Ep. 19
Time elapsed: 71.81 min
Epoch: 031/200 | Batch 0000/0462 | Cost: 4.1614
Epoch: 031/200 | Batch 0050/0462 | Cost: 4.4721
Epoch: 031/200 | Batch 0100/0462 | Cost: 4.2778
Epoch: 031/200 | Batch 0150/0462 | Cost: 4.1768
Epoch: 031/200 | Batch 0200/0462 | Cost: 3.9871
Epoch: 031/200 | Batch 0250/0462 | Cost: 4.2657
Epoch: 031/200 | Batch 0300/0462 | Cost: 4.3429
Epoch: 031/200 | Batch 0350/0462 | Cost: 4.2606
Epoch: 031/200 | Batch 0400/0462 | Cost: 4.2102
Epoch: 031/200 | Batch 0450/0462 | Cost: 4.4825
MAE/RMSE: | Current Valid: 5.70/7.02 Ep. 30 | Best Valid : 5.31/6.62 Ep. 19
Time elapsed: 74.34 min
Epoch: 032/200 | Batch 0000/0462 | Cost: 3.9836
Epoch: 032/200 | Batch 0050/0462 | Cost: 4.1003
Epoch: 032/200 | Batch 0100/0462 | Cost: 4.1116
Epoch: 032/200 | Batch 0150/0462 | Cost: 4.1802
Epoch: 032/200 | Batch 0200/0462 | Cost: 3.7971
Epoch: 032/200 | Batch 0250/0462 | Cost: 4.2247
Epoch: 032/200 | Batch 0300/0462 | Cost: 4.1521
Epoch: 032/200 | Batch 0350/0462 | Cost: 4.4848
Epoch: 032/200 | Batch 0400/0462 | Cost: 4.0618
Epoch: 032/200 | Batch 0450/0462 | Cost: 4.3286
MAE/RMSE: | Current Valid: 6.08/7.46 Ep. 31 | Best Valid : 5.31/6.62 Ep. 19
Time elapsed: 76.78 min
Epoch: 033/200 | Batch 0000/0462 | Cost: 4.1238
Epoch: 033/200 | Batch 0050/0462 | Cost: 4.0604
Epoch: 033/200 | Batch 0100/0462 | Cost: 3.9209
Epoch: 033/200 | Batch 0150/0462 | Cost: 3.9985
Epoch: 033/200 | Batch 0200/0462 | Cost: 3.9735
Epoch: 033/200 | Batch 0250/0462 | Cost: 4.2158
Epoch: 033/200 | Batch 0300/0462 | Cost: 4.0540
Epoch: 033/200 | Batch 0350/0462 | Cost: 3.9689
Epoch: 033/200 | Batch 0400/0462 | Cost: 4.2753
Epoch: 033/200 | Batch 0450/0462 | Cost: 3.8524
MAE/RMSE: | Current Valid: 6.25/7.56 Ep. 32 | Best Valid : 5.31/6.62 Ep. 19
Time elapsed: 79.20 min
Epoch: 034/200 | Batch 0000/0462 | Cost: 4.0203
Epoch: 034/200 | Batch 0050/0462 | Cost: 3.9803
Epoch: 034/200 | Batch 0100/0462 | Cost: 3.6769
Epoch: 034/200 | Batch 0150/0462 | Cost: 3.6899
Epoch: 034/200 | Batch 0200/0462 | Cost: 3.5919
Epoch: 034/200 | Batch 0250/0462 | Cost: 3.8664
Epoch: 034/200 | Batch 0300/0462 | Cost: 3.9048
Epoch: 034/200 | Batch 0350/0462 | Cost: 3.9191
Epoch: 034/200 | Batch 0400/0462 | Cost: 3.9630
Epoch: 034/200 | Batch 0450/0462 | Cost: 3.7855
MAE/RMSE: | Current Valid: 5.97/7.36 Ep. 33 | Best Valid : 5.31/6.62 Ep. 19
Time elapsed: 81.61 min
Epoch: 035/200 | Batch 0000/0462 | Cost: 3.8582
Epoch: 035/200 | Batch 0050/0462 | Cost: 4.0178
Epoch: 035/200 | Batch 0100/0462 | Cost: 3.6309
Epoch: 035/200 | Batch 0150/0462 | Cost: 3.8779
Epoch: 035/200 | Batch 0200/0462 | Cost: 3.8724
Epoch: 035/200 | Batch 0250/0462 | Cost: 3.8889
Epoch: 035/200 | Batch 0300/0462 | Cost: 3.7312
Epoch: 035/200 | Batch 0350/0462 | Cost: 3.8025
Epoch: 035/200 | Batch 0400/0462 | Cost: 3.7164
Epoch: 035/200 | Batch 0450/0462 | Cost: 4.1343
MAE/RMSE: | Current Valid: 6.48/7.76 Ep. 34 | Best Valid : 5.31/6.62 Ep. 19
Time elapsed: 84.09 min
Epoch: 036/200 | Batch 0000/0462 | Cost: 3.8943
Epoch: 036/200 | Batch 0050/0462 | Cost: 3.8713
Epoch: 036/200 | Batch 0100/0462 | Cost: 3.6751
Epoch: 036/200 | Batch 0150/0462 | Cost: 3.7626
Epoch: 036/200 | Batch 0200/0462 | Cost: 3.9463
